State,Action,Q_Value
"(True, False, False, False, False, False, False, False, False, True, False, False)",DOWN,9.655171000000001
"(False, False, False, False, False, False, False, False, False, True, True, False)",DOWN,9.450005280000001
"(False, False, False, False, False, False, False, False, False, False, True, False)",UP,-51.38638931000001
"(False, False, False, False, False, False, False, False, False, True, False, True)",DOWN,-36.91461
"(False, False, False, False, False, False, False, False, True, False, False, True)",UP,9.542636721000003
"(False, False, False, False, False, False, False, False, True, False, False, True)",LEFT,-31.0430773279
"(False, False, False, False, False, False, False, False, False, True, False, False)",RIGHT,-31.05744539
"(False, False, False, False, False, False, False, False, True, False, False, False)",LEFT,-37.083399850999996
"(False, False, False, False, False, False, False, False, False, False, False, True)",RIGHT,9.245503560100003
"(False, False, False, False, False, False, False, False, True, False, False, False)",DOWN,9.257109980000005
"(False, False, False, False, False, False, False, False, True, False, True, False)",UP,-31.056330000000003
"(True, False, False, False, False, False, False, False, True, False, False, False)",UP,9.9
"(False, False, False, False, False, False, False, False, True, True, False, False)",DOWN,9.81
"(True, False, False, False, False, False, False, False, True, True, True, False)",DOWN,9.9
"(False, False, False, False, False, False, False, False, False, True, True, False)",LEFT,9.58832
"(False, False, False, False, False, False, False, False, False, True, False, False)",DOWN,9.436756100000002
"(False, False, False, False, False, False, False, False, False, False, True, False)",LEFT,9.402585210000003
"(False, False, False, False, False, False, True, False, False, True, False, False)",DOWN,9.9
"(False, False, False, False, False, False, True, False, False, False, True, False)",DOWN,9.9
"(True, False, False, False, False, False, True, False, False, False, True, False)",LEFT,9.9
"(True, False, False, False, False, False, False, False, False, True, False, False)",LEFT,9.9
"(True, False, False, False, False, False, False, False, False, True, False, False)",UP,9.81
"(False, False, False, False, False, False, False, False, False, False, False, True)",LEFT,9.310754589000002
"(False, False, True, False, False, False, False, False, False, True, False, False)",UP,9.9
"(False, False, True, False, False, False, False, False, False, False, False, True)",RIGHT,9.7527829
"(False, False, False, False, False, False, False, False, False, False, False, True)",UP,9.342660690000004
"(True, False, False, False, False, False, False, False, False, False, False, True)",RIGHT,9.9
"(True, False, False, False, False, False, False, False, True, False, False, False)",DOWN,9.9
"(False, False, False, False, False, False, False, False, False, True, False, True)",UP,9.339144407800001
"(False, False, False, False, False, False, False, False, True, False, False, False)",UP,8.941084481874215
"(True, False, False, False, True, False, False, False, False, False, False, True)",LEFT,9.9
"(True, False, False, False, True, False, False, False, False, True, False, False)",RIGHT,0.0
"(False, False, False, False, True, False, False, False, False, True, True, False)",RIGHT,0.0
"(False, False, False, False, False, False, False, False, True, False, False, True)",DOWN,-24.438707031
"(False, False, False, False, True, False, False, False, True, True, True, True)",DOWN,0.0
"(True, False, False, False, False, False, False, False, False, True, False, True)",LEFT,9.9
"(False, False, False, False, True, False, False, False, False, False, False, True)",DOWN,0.0
"(True, False, False, False, False, False, False, False, False, True, False, False)",RIGHT,0.0
"(False, False, False, False, False, False, False, False, True, False, True, False)",DOWN,9.360195100000002
"(False, False, False, False, False, False, False, False, False, False, True, False)",RIGHT,7.941842014200003
"(False, False, False, False, False, False, False, False, False, True, True, True)",UP,0.0
"(False, False, False, False, False, False, False, False, True, False, True, True)",DOWN,-9.0
"(False, False, False, False, False, False, False, False, True, False, True, False)",LEFT,-17.149
"(False, False, False, False, False, False, False, False, False, True, False, False)",UP,9.497227100000003
"(False, False, False, False, False, False, False, False, True, False, False, True)",RIGHT,9.3974119
"(False, False, False, False, False, False, False, False, False, True, True, False)",UP,-9.022629
"(False, False, False, False, False, False, False, False, True, True, True, True)",UP,-9.0
"(False, False, False, False, False, False, False, False, True, True, False, False)",RIGHT,-9.0
"(False, False, False, False, False, False, False, False, True, False, True, True)",UP,-24.39
"(False, False, False, False, False, False, False, False, True, False, True, True)",RIGHT,9.763900000000001
"(False, False, False, False, False, False, False, False, False, True, False, True)",LEFT,9.433769000000002
"(False, False, False, False, False, False, False, False, False, True, False, False)",LEFT,9.41632
"(False, False, False, False, False, False, False, False, False, False, True, True)",RIGHT,9.729000000000001
"(False, False, False, False, False, False, False, False, False, True, True, False)",RIGHT,-24.4510951
"(False, False, False, False, False, False, False, False, True, True, False, True)",UP,9.9
"(False, False, False, False, False, False, False, False, False, True, True, True)",RIGHT,-9.012262900000001
"(False, False, True, False, False, False, False, False, True, False, False, True)",UP,15.0
"(False, False, False, False, False, False, False, False, False, False, False, True)",DOWN,-31.1241348191
"(False, False, False, False, False, False, False, False, True, True, True, False)",UP,0.0
"(False, False, False, False, False, False, False, False, True, False, True, False)",RIGHT,9.178567
"(True, False, False, False, False, False, False, False, False, False, True, False)",UP,0.0
