State,Action,Q_Value
"(False, False, False, False, False, False, False, False, False, True, True, False)",WEST,240.19455291741144
"(False, False, False, False, False, False, False, False, False, True, True, False)",SOUTH,358.16661242726656
"(False, False, False, False, False, False, False, False, False, False, True, False)",SOUTH,167.35411300163557
"(False, False, False, False, False, False, False, False, False, False, True, False)",EAST,228.51267280420478
"(False, False, False, False, False, False, False, False, True, False, False, False)",EAST,8.078000000000007
"(False, False, False, False, False, False, False, False, True, False, False, False)",WEST,27.86216403127233
"(False, False, False, False, False, False, False, False, False, False, False, True)",EAST,139.01684198865723
"(False, False, False, False, False, False, False, False, True, False, False, True)",WEST,217.03474204334907
"(False, False, False, False, False, False, False, False, False, True, True, False)",NORTH,196.64131036419295
"(False, False, False, False, False, False, False, False, True, False, False, False)",NORTH,373.93913909557443
"(False, False, False, False, False, False, False, False, False, False, False, True)",NORTH,193.6047302609044
"(False, False, False, False, False, False, False, False, False, False, False, True)",SOUTH,167.17265470988002
"(False, False, False, False, False, False, False, False, True, False, True, True)",NORTH,155.34215524220267
"(False, False, False, False, False, False, False, False, True, False, True, False)",NORTH,153.678578893102
"(False, False, False, False, False, False, False, False, False, True, False, True)",NORTH,376.1275195783672
"(False, False, False, False, False, False, False, False, False, False, False, True)",WEST,366.1707723474633
"(False, False, True, False, False, False, False, False, True, True, False, False)",NORTH,433.94217874733135
"(False, False, True, False, False, False, False, False, True, False, False, True)",NORTH,452.66843623337775
"(False, False, False, False, False, False, False, False, True, False, False, True)",EAST,404.8040212552046
"(False, False, False, False, False, False, False, False, True, False, False, False)",SOUTH,8.003356473963363
"(False, False, False, False, False, False, False, False, True, False, True, False)",SOUTH,404.9845020038181
"(False, False, False, False, False, False, False, False, False, False, True, False)",NORTH,127.98949699144408
"(False, False, False, False, False, False, False, False, True, False, True, False)",EAST,174.44752491484934
"(False, False, False, False, False, False, False, False, True, True, True, False)",NORTH,21.562228222765867
"(False, False, False, False, False, False, True, False, True, True, False, True)",NORTH,346.94672940566056
"(False, False, False, False, False, False, True, False, True, False, False, True)",SOUTH,42.72992784171167
"(True, False, False, False, False, False, False, False, False, True, True, False)",NORTH,21.827095665989404
"(False, False, False, False, False, False, False, False, False, True, False, True)",SOUTH,159.85549306964722
"(False, False, False, False, False, False, True, False, False, False, True, True)",NORTH,0.0
"(False, False, False, False, False, False, False, False, False, True, True, True)",NORTH,38.10944487967063
"(False, False, True, False, False, False, False, False, True, True, False, False)",SOUTH,9.9
"(False, False, True, False, False, False, False, False, True, False, True, False)",NORTH,12.000824320223423
"(True, False, False, False, False, False, False, False, True, False, False, True)",NORTH,255.2693476147706
"(False, False, False, False, True, False, False, False, False, False, False, True)",NORTH,366.428257188751
"(False, False, False, False, False, False, False, False, False, False, True, True)",NORTH,70.72123296376657
"(False, False, False, False, False, False, False, False, False, True, False, False)",NORTH,297.39312230448127
"(False, False, False, False, False, False, False, False, True, False, True, False)",WEST,188.93328806500622
"(True, False, False, False, False, False, False, False, False, True, False, True)",NORTH,27.25454933523185
"(False, False, True, False, False, False, False, False, False, True, False, False)",NORTH,436.709586609252
"(False, False, False, False, False, False, False, False, False, False, True, True)",SOUTH,117.5653924005849
"(False, False, False, False, False, False, False, False, False, False, True, False)",WEST,363.24676784724215
"(False, False, False, False, False, False, False, False, True, True, False, False)",NORTH,79.49020194604898
"(False, False, False, False, False, False, False, False, True, True, False, True)",NORTH,391.4789134501964
"(False, False, False, False, False, False, False, False, True, False, False, True)",NORTH,260.3632996648762
"(False, False, False, False, False, False, False, False, True, False, False, True)",SOUTH,200.61830173087614
"(False, False, False, False, False, False, False, False, False, True, True, True)",SOUTH,-9.007686718704138
"(True, False, False, False, False, False, False, False, False, True, False, True)",SOUTH,12.91222292422346
"(False, False, False, False, False, False, False, False, False, True, True, False)",EAST,144.9854094754254
"(False, False, False, False, False, False, False, False, False, True, False, True)",EAST,183.50395471458185
"(False, False, False, False, False, False, False, False, False, False, True, True)",EAST,364.645740977873
"(False, False, False, False, False, False, False, False, True, True, False, False)",SOUTH,287.37113756088735
"(False, False, False, False, True, False, False, False, False, True, True, False)",NORTH,27.380836390322166
"(False, False, False, False, False, False, False, False, False, True, False, True)",WEST,235.32904847071433
"(False, False, False, False, False, False, False, False, False, True, False, False)",SOUTH,362.531975763299
"(False, False, False, False, False, False, False, False, False, True, False, False)",EAST,178.91895602971059
"(True, False, False, False, False, False, False, False, False, False, False, True)",NORTH,43.059387577691766
"(False, False, False, False, True, False, False, False, False, False, True, True)",NORTH,0.0
"(False, False, False, False, False, False, False, False, False, True, False, False)",WEST,228.1247513329507
"(False, False, False, False, False, False, False, False, True, True, False, False)",EAST,67.25653554118232
"(True, False, False, False, True, False, False, False, True, True, True, False)",NORTH,0.0
"(True, False, False, False, False, False, False, False, True, True, True, True)",NORTH,-10.0
"(False, False, False, False, False, False, False, False, True, True, False, False)",WEST,85.20655023776017
"(False, False, True, False, False, False, False, False, False, False, False, True)",NORTH,438.03944460296833
"(False, False, True, False, False, False, False, False, False, False, False, True)",SOUTH,246.6046334102194
"(False, False, False, False, False, False, False, False, False, False, True, True)",WEST,92.47122348175571
"(False, False, True, False, False, False, False, False, False, True, False, True)",EAST,49.41353076106945
"(False, False, False, False, False, False, False, False, True, True, False, True)",SOUTH,116.69573757147967
"(False, False, False, False, False, False, True, False, False, True, False, False)",NORTH,66.56117282603836
"(False, False, False, False, False, False, True, False, False, False, False, True)",NORTH,9.700000000000001
"(False, False, False, False, False, False, True, False, False, False, False, True)",SOUTH,0.0
"(False, False, True, False, False, False, False, False, True, False, False, False)",NORTH,394.51070829859685
"(False, False, True, False, False, False, False, False, False, False, False, True)",EAST,260.32111015955593
"(False, False, True, False, False, False, False, False, True, False, False, False)",SOUTH,9.9
"(False, False, True, False, False, False, False, False, False, False, True, False)",WEST,9.871
"(False, False, True, False, False, False, False, False, False, False, False, True)",WEST,276.49861901462583
"(False, False, False, False, False, False, True, False, True, True, False, False)",NORTH,365.49365277909874
"(False, False, False, False, False, False, True, False, True, False, False, True)",NORTH,56.48032323167898
"(False, False, False, False, False, False, True, False, True, False, False, True)",EAST,427.9187175368899
"(False, False, False, False, True, False, False, False, False, False, False, True)",SOUTH,0.0
"(False, False, False, False, False, False, False, False, True, True, False, True)",EAST,81.51802766086354
"(False, False, False, False, False, False, False, False, False, True, True, True)",EAST,49.14705524876959
"(False, False, False, False, False, False, True, False, True, False, False, False)",NORTH,9.9
"(False, False, False, False, False, False, True, False, False, False, False, True)",EAST,9.6504852147655
"(False, False, True, False, False, False, False, False, True, False, False, False)",EAST,41.9555522577748
"(False, False, True, False, False, False, False, False, False, True, True, False)",NORTH,0.0
"(True, False, False, False, False, False, False, False, False, False, True, False)",NORTH,11.84385860867131
